i,markerID,RotX,RotY,RotZ,FrameID
82,24.0,0.029416577392519714,0.0037626270899567627,-0.00857770205907527,1582.0
83,24.0,0.032311842550150516,-0.00020695589284233987,-0.01015478059619031,1583.0
84,24.0,0.03088021089463754,0.00011436340248892916,-0.004516536808672998,1584.0
85,24.0,0.03309638477564569,-0.0034121475435644933,-0.005267547986698901,1585.0
86,24.0,0.028657234646102397,0.0026060038932241474,-0.0008014364102791298,1586.0
87,24.0,0.031555064103823305,-0.001408032860499876,-0.0022040801579976334,1587.0
88,24.0,0.02910467042474063,0.002644691686836557,0.012433401504192601,1588.0
89,24.0,0.03390828725276427,-0.004181584949815044,-0.004818708375933762,1589.0
90,24.0,0.042601010937591235,-0.0016610061398512305,-0.005472996343942388,1590.0
91,24.0,0.03126389666756954,0.001676351007947672,0.00777399638443507,1591.0
92,24.0,0.03126878014359951,0.0029481686892592045,0.005698546375214635,1592.0
93,24.0,0.034663710188476006,-0.004816353629899321,-0.0038561202192300015,1593.0
94,24.0,0.03541793853381323,-0.009273172595827732,0.003459138307530545,1594.0
95,24.0,0.035445403219187446,-0.008010677488766927,0.0013844494456512237,1595.0
96,24.0,0.032924254534881264,0.001164969743893637,0.0062060426106543025,1596.0
97,24.0,0.03219605650297847,-0.01477115994894174,0.007543219712460098,1597.0
98,24.0,0.02731507157226267,-0.005302254552691074,0.020157047866764238,1598.0
99,24.0,0.030086650586970097,-0.012762000768742498,0.01157562752929031,1599.0
100,24.0,0.030142136350805482,-0.011990523773511024,0.010502870503288752,1600.0
101,24.0,0.032373242849094944,-0.015998357471639392,0.010775456371499743,1601.0
102,24.0,0.03319133267257028,-0.015799959230403348,0.00856409367982389,1602.0
103,24.0,0.023982636418045128,-0.012418753771178867,0.014174118292445836,1603.0
104,24.0,0.030925676137724945,-0.013867569333827478,0.013997639920162156,1604.0
105,24.0,0.022531029050658274,-0.010870496745293045,0.01831934273057807,1605.0
106,24.0,0.03406040932080331,-0.017274105318396852,0.011658023969473828,1606.0
107,24.0,0.027589666276648942,-0.022321657265631498,0.010181498002428088,1607.0
108,24.0,0.03541719474758082,-0.0242740992703649,0.008870160672665784,1608.0
109,24.0,0.027294866433345208,-0.016999290573887035,0.015233308137567365,1609.0
110,24.0,0.03721591279056919,-0.02393414601961549,0.016059313975668038,1610.0
111,24.0,0.03735237033087931,-0.023047524777252852,0.014540835390106022,1611.0
112,24.0,0.02593972074617763,-0.014828133258452534,0.018496508962806926,1612.0
113,24.0,0.02603767747419115,-0.014242649725957209,0.017494518493539182,1613.0
114,24.0,0.026394894611197338,-0.018704029903957024,0.02587523581779699,1614.0
115,24.0,0.019767716252474633,-0.015606991010028416,0.023272836595768887,1615.0
116,24.0,0.026672979259807158,-0.017255362324510234,0.023379950653870957,1616.0
117,24.0,0.018251121694532135,-0.014534543336064607,0.028460757193575457,1617.0
118,24.0,0.0395495416714098,-0.03252510783085995,0.0171412160549531,1618.0
119,24.0,0.030855361251541917,-0.029699766668790727,0.022521033582534763,1619.0
120,24.0,0.033824856472676794,-0.03462328250025669,0.022622592847181957,1620.0
121,24.0,0.030463711762583317,-0.024558332149798513,0.028181338316036773,1621.0
122,24.0,0.023843113693285133,-0.021439624714646915,0.025502685416098392,1622.0
123,24.0,0.021440592167222786,-0.020580551099469036,0.03196350005926179,1623.0
124,24.0,0.026862899465069666,-0.03458692341100028,0.02748892953051653,1624.0
125,24.0,0.021369279043361923,-0.020249694789702316,0.032386890965129894,1625.0
126,24.0,0.028043226941004716,-0.017578660105484353,0.02406492471530981,1626.0
127,24.0,0.028043226941004716,-0.017578660105484353,0.02406492471530981,1627.0
128,24.0,0.03001188458672038,-0.022514438588998053,0.02635338994902735,1628.0
129,24.0,0.028043226941004716,-0.017578660105484353,0.02406492471530981,1629.0
130,24.0,0.033673541400402,-0.03189928826641739,0.018887129009837578,1630.0
131,24.0,0.033673541400402,-0.03189928826641739,0.018887129009837578,1631.0
132,24.0,0.03080113995462568,-0.023139529879804693,0.02572793790816704,1632.0
133,24.0,0.028043226941004716,-0.017578660105484353,0.02406492471530981,1633.0
134,24.0,0.028043226941004716,-0.017578660105484353,0.02406492471530981,1634.0
135,24.0,0.033673541400402,-0.03189928826641739,0.018887129009837578,1635.0
136,24.0,0.03771438167304135,-0.02870452828132415,0.018962804991171194,1636.0
137,24.0,0.02129849916053577,-0.020531531522472436,0.03287468045741832,1637.0
138,24.0,0.027976780434623132,-0.017862269580565984,0.024553223271323747,1638.0
139,24.0,0.027976780434623132,-0.017862269580565984,0.024553223271323747,1639.0
140,24.0,0.027976780434623132,-0.017862269580565984,0.024553223271323747,1640.0
141,24.0,0.027976780434623132,-0.017862269580565984,0.024553223271323747,1641.0
142,24.0,0.018660507525864758,-0.01504486030447331,0.03115416412986955,1642.0
143,24.0,0.02129849916053577,-0.020531531522472436,0.03287468045741832,1643.0
144,24.0,0.027976780434623132,-0.017862269580565984,0.024553223271323747,1644.0
145,24.0,0.027976780434623132,-0.017862269580565984,0.024553223271323747,1645.0
146,24.0,0.027976780434623132,-0.017862269580565984,0.024553223271323747,1646.0
147,24.0,0.02129849916053577,-0.020531531522472436,0.03287468045741832,1647.0
148,24.0,0.027976780434623132,-0.017862269580565984,0.024553223271323747,1648.0
149,24.0,0.027976780434623132,-0.017862269580565984,0.024553223271323747,1649.0
150,24.0,0.027976780434623132,-0.017862269580565984,0.024553223271323747,1650.0
151,24.0,0.03478692933908518,-0.020278795080732215,0.026267341468873495,1651.0
152,24.0,0.027976780434623132,-0.017862269580565984,0.024553223271323747,1652.0
153,24.0,0.02129849916053577,-0.020531531522472436,0.03287468045741832,1653.0
154,24.0,0.026145082806051368,-0.01787659682943839,0.03179661902556077,1654.0
155,24.0,0.028043226941004716,-0.017578660105484353,0.02406492471530981,1655.0
156,24.0,0.028043226941004716,-0.017578660105484353,0.02406492471530981,1656.0
157,24.0,0.01872963237061357,-0.01476268714175128,0.030667408945696018,1657.0
158,24.0,0.019487048170541962,-0.015368434165088431,0.030067255959452244,1658.0
159,24.0,0.028976639416284478,-0.026282695428671978,0.024669595054635205,1659.0
160,24.0,0.028976639416284478,-0.026282695428671978,0.024669595054635205,1660.0
161,24.0,0.026214992399451548,-0.017594326838322776,0.03130846883760037,1661.0
162,24.0,0.026214992399451548,-0.017594326838322776,0.03130846883760037,1662.0
163,24.0,0.026214992399451548,-0.017594326838322776,0.03130846883760037,1663.0
164,24.0,0.028976639416284478,-0.026282695428671978,0.024669595054635205,1664.0
165,24.0,0.01879905897981844,-0.014480736292366587,0.030181305023105256,1665.0
166,24.0,0.02628520391770326,-0.017312281872383303,0.03082098466753974,1666.0
167,24.0,0.0256583551646633,-0.016297616544909212,0.030943902299848006,1667.0
168,24.0,0.031227113651977712,-0.03012003699020789,0.025035937016321005,1668.0
169,24.0,0.03822895332772291,-0.032013828520706104,0.025853576059857598,1669.0
170,24.0,0.03837434113331244,-0.03145136413310849,0.024881444603214224,1670.0
171,24.0,0.022965379722241098,-0.026113499221396688,0.028242100662871906,1671.0
172,24.0,0.031946246244347935,-0.024629948386463322,0.028720131226869994,1672.0
173,24.0,0.039005758406020025,-0.02608233387122947,0.028595763735204175,1673.0
174,24.0,0.029701213076859488,-0.02224652101862142,0.03377488125814292,1674.0
175,24.0,0.03263833816851116,-0.027002415230415747,0.034260152957966965,1675.0
176,24.0,0.03293902010234119,-0.03439942205646392,0.03481974224000441,1676.0
177,24.0,0.030380689428094215,-0.02471942962224239,0.03984753086267674,1677.0
178,24.0,0.021894701592005378,-0.02156181502104136,0.04411978401233186,1678.0
179,24.0,0.0240614127033282,-0.025667938421513124,0.04441481769814115,1679.0
180,24.0,0.031035346844799878,-0.027282528614729445,0.04507632775852959,1680.0
181,24.0,0.03311191429292626,-0.03138997454057231,0.04641993006631088,1681.0
182,24.0,0.02282902210240097,-0.023250083780931352,0.04789524706038625,1682.0
183,24.0,0.03441650055592015,-0.030721913079174778,0.043561084461356064,1683.0
184,24.0,0.034715211576378795,-0.02991774880700762,0.04219276481623681,1684.0
185,24.0,0.03282278114811576,-0.029079182025866606,0.048592644403000644,1685.0
186,24.0,0.035979150372245174,-0.037271989509095736,0.0409800313746974,1686.0
187,24.0,0.034517460532334295,-0.03193064191371034,0.04882541551459645,1687.0
188,24.0,0.03554750636411775,-0.03208748585231148,0.04738952755822731,1688.0
189,24.0,0.03504927472441428,-0.030604995826248305,0.046596679173135785,1689.0
190,24.0,0.033130561608143226,-0.029698708675381463,0.05298838947619197,1690.0
191,24.0,0.03346206229269887,-0.028908347435583726,0.05166942473446118,1691.0
192,24.0,0.036311750765827835,-0.03401727355584894,0.052217277510002776,1692.0
193,24.0,0.03571659986932081,-0.03279373879808299,0.05186908047715691,1693.0
194,24.0,0.03955585278425984,-0.042206696706456576,0.04591636555289869,1694.0
195,24.0,0.03456880137332132,-0.03220497524559513,0.05832306498820999,1695.0
196,24.0,0.04369147258224818,-0.034611706180782346,0.05258092578795317,1696.0
197,24.0,0.029272010286898794,-0.03356107609823729,0.058246600383273124,1697.0
198,24.0,0.029389906029291948,-0.033300533452340776,0.05781817823498466,1698.0
199,24.0,0.03435416710614506,-0.030685934930396026,0.056651023638225974,1699.0
200,24.0,0.03435416710614506,-0.030685934930396026,0.056651023638225974,1700.0
201,24.0,0.03599031742184374,-0.035562426744636985,0.05971245243864859,1701.0
202,24.0,0.03599031742184374,-0.035562426744636985,0.05971245243864859,1702.0
203,24.0,0.03599031742184374,-0.035562426744636985,0.05971245243864859,1703.0
204,24.0,0.03599031742184374,-0.035562426744636985,0.05971245243864859,1704.0
205,24.0,0.03435416710614506,-0.030685934930396026,0.056651023638225974,1705.0
206,24.0,0.03599031742184374,-0.035562426744636985,0.05971245243864859,1706.0
207,24.0,0.03599031742184374,-0.035562426744636985,0.05971245243864859,1707.0
208,24.0,0.03599031742184374,-0.035562426744636985,0.05971245243864859,1708.0
209,24.0,0.033543188365076006,-0.029989518027005623,0.05715372330412973,1709.0
210,24.0,0.033543188365076006,-0.029989518027005623,0.05715372330412973,1710.0
211,24.0,0.03599031742184374,-0.035562426744636985,0.05971245243864859,1711.0
212,24.0,0.03599031742184374,-0.035562426744636985,0.05971245243864859,1712.0
213,24.0,0.03599031742184374,-0.035562426744636985,0.05971245243864859,1713.0
214,24.0,0.03599031742184374,-0.035562426744636985,0.05971245243864859,1714.0
215,24.0,0.03599031742184374,-0.035562426744636985,0.05971245243864859,1715.0
216,24.0,0.03599031742184374,-0.035562426744636985,0.05971245243864859,1716.0
217,24.0,0.03653267070546546,-0.031136703035552334,0.04939401451702781,1717.0
218,24.0,0.03653267070546546,-0.031136703035552334,0.04939401451702781,1718.0
219,24.0,0.027634593619962258,-0.02852132110496406,0.054714904236720416,1719.0
220,24.0,0.027634593619962258,-0.02852132110496406,0.054714904236720416,1720.0
221,24.0,0.03653267070546546,-0.031136703035552334,0.04939401451702781,1721.0
222,24.0,0.029389906029291948,-0.033300533452340776,0.05781817823498466,1722.0
223,24.0,0.029389906029291948,-0.033300533452340776,0.05781817823498466,1723.0
224,24.0,0.029389906029291948,-0.033300533452340776,0.05781817823498466,1724.0
225,24.0,0.03669290995384842,-0.03653150597221142,0.05964053382937883,1725.0
226,24.0,0.03599031742184374,-0.035562426744636985,0.05971245243864859,1726.0
227,24.0,0.030515171298936848,-0.03747819853029529,0.04884824932780336,1727.0
228,24.0,0.028211131694718505,-0.03725161992973634,0.05654549387737896,1728.0
229,24.0,0.02981463992451076,-0.042133496722300066,0.059603196650850364,1729.0
230,24.0,0.023223658355967267,-0.03986368165786327,0.05772493366796883,1730.0
231,24.0,0.02219307648075359,-0.035687361785181414,0.06561030323287999,1731.0
232,24.0,0.016795409607424136,-0.0429217099752214,0.06507730878769437,1732.0
233,24.0,0.013766025436638438,-0.050507634526834225,0.05692566525886214,1733.0
234,24.0,0.022045315289243923,-0.05764020758222807,0.06203439924335901,1734.0
235,24.0,0.012454875399763005,-0.05401514563800916,0.06684194765685299,1735.0
236,24.0,0.009475137007181151,-0.061676646529389804,0.05866297409689608,1736.0
237,24.0,0.00805131255063896,-0.06511657738378751,0.06868589426358454,1737.0
238,24.0,0.003847894935015026,-0.06820230452534752,0.06907721245902938,1738.0
239,24.0,-0.0048694735019884985,-0.06520353474858957,0.07334873319211739,1739.0
240,24.0,0.0051843131892724695,-0.07788752488658321,0.08173531654076238,1740.0
241,24.0,-0.008776378808576962,-0.07674189464809482,0.07538897309242559,1741.0
242,24.0,-0.00722776923537607,-0.08162047683072336,0.07781063157393968,1742.0
243,24.0,-0.014934583491363661,-0.08322129479051035,0.08634693721250536,1743.0
244,24.0,-0.011368429058499495,-0.09346764312822095,0.08047033079739126,1744.0
245,24.0,-0.012064335267937062,-0.09256933617615205,0.08098275164472529,1745.0
246,24.0,-0.01656051275966499,-0.0959202679408661,0.08194078706815958,1746.0
247,24.0,-0.024251824055868645,-0.09753192676968486,0.0895461624839675,1747.0
248,24.0,-0.024119524390823297,-0.09777192105989375,0.08908918060535051,1748.0
249,24.0,-0.01937347267119851,-0.11311869052496139,0.0868012427423297,1749.0
250,24.0,-0.031834179629978046,-0.09930997033484719,0.09662943276467062,1750.0
251,24.0,-0.03639937695443579,-0.11108013538084417,0.10019323947178663,1751.0
252,24.0,-0.04163712180771882,-0.11377937553295298,0.10053586001751157,1752.0
253,24.0,-0.05582489326866038,-0.11284191262004309,0.10582515684767374,1753.0
254,24.0,-0.05404935341462385,-0.11859090478925535,0.10821560372279455,1754.0
255,24.0,-0.06351745077003519,-0.11440270480345467,0.11282459279328935,1755.0
256,24.0,-0.06654996778002255,-0.1225305810962819,0.1053442209946218,1756.0
257,24.0,-0.06413688294680997,-0.1332222999480758,0.11200355609396666,1757.0
258,24.0,-0.07359056029329558,-0.12881851999010596,0.11606932455722362,1758.0
259,24.0,-0.0695931177559059,-0.1440963991042874,0.11533239640838644,1759.0
260,24.0,-0.06870445849588813,-0.14915957388366669,0.11816872656841942,1760.0
261,24.0,-0.08468213198223806,-0.13824288683647334,0.11671426814935734,1761.0
262,24.0,-0.08085120537747105,-0.15375819020053097,0.11591576496030898,1762.0
263,24.0,-0.08691086646395375,-0.1516207130165735,0.11256687891682927,1763.0
264,24.0,-0.08250421864812861,-0.1491265712925462,0.12323329933388905,1764.0
265,24.0,-0.08840556342928474,-0.1598172297104064,0.1270764299185818,1765.0
266,24.0,-0.08730008319203283,-0.1654442125398003,0.1314970184762517,1766.0
267,24.0,-0.09328979994032384,-0.16334016811103547,0.12796644223255169,1767.0
268,24.0,-0.10539323205493892,-0.1719001748416066,0.12899965506456867,1768.0
269,24.0,-0.10405023515941743,-0.1777688544332707,0.131897470347953,1769.0
270,24.0,-0.11263086259552194,-0.17847977900920908,0.1402173726921218,1770.0
271,24.0,-0.11755932400388197,-0.18197028825873604,0.14067609130687758,1771.0
272,24.0,-0.13224268355224977,-0.1802606914964078,0.14631909326209083,1772.0
273,24.0,-0.13128943219633768,-0.18601523938696654,0.14996057320778858,1773.0
274,24.0,-0.1337176668865898,-0.20425848095122412,0.15046856806803346,1774.0
275,24.0,-0.1425865998545193,-0.20460019674174967,0.15883254045590323,1775.0
276,24.0,-0.15378897184902718,-0.2104564629238996,0.16107215753184373,1776.0
277,24.0,-0.15125652841270262,-0.22115282046679416,0.15635196626085332,1777.0
278,24.0,-0.16244474433614714,-0.21589891453481636,0.17238607585458443,1778.0
279,24.0,-0.1649499138887697,-0.23055544401387046,0.16965801424726895,1779.0
280,24.0,-0.1798590754603438,-0.22826991602352098,0.1746343168198137,1780.0
281,24.0,-0.17943342007792104,-0.233961280391743,0.1788609753193815,1781.0
282,24.0,-0.19802366531543528,-0.23977643144025895,0.1769858102297703,1782.0
283,24.0,-0.20929441096712928,-0.23402784087522618,0.19261341032900342,1783.0
284,24.0,-0.21292993653447503,-0.24781258988522645,0.190388713684514,1784.0
285,24.0,-0.21539772701493598,-0.2538117569944109,0.18435141282532297,1785.0
286,24.0,-0.2188397078726964,-0.2557262318748844,0.19571878124209893,1786.0
287,24.0,-0.2320836055244536,-0.26882126016632685,0.2024857705011156,1787.0
288,24.0,-0.24079927256654868,-0.26551831576587437,0.21119664490005352,1788.0
289,24.0,-0.24518705869185609,-0.28469546709437243,0.21481011070697253,1789.0
290,24.0,-0.25366775161993177,-0.28192431412112334,0.22387082516151838,1790.0
291,24.0,-0.26753017913574745,-0.2947715026382678,0.23080280899678596,1791.0
292,24.0,-0.26841635581294654,-0.2997056526019608,0.2352749416827941,1792.0
293,24.0,-0.2818884940194104,-0.28949241919535407,0.23526809361885026,1793.0
294,24.0,-0.2864353559075527,-0.30348530647519023,0.23417673491772245,1794.0
295,24.0,-0.2935071674347037,-0.3116059417919471,0.24175936334358164,1795.0
296,24.0,-0.30987627348394425,-0.31308779275576165,0.25107791766189785,1796.0
297,24.0,-0.3081717962108034,-0.3246065125729532,0.24935276207775517,1797.0
298,24.0,-0.32242413979484136,-0.3193011439529491,0.25446370606292795,1798.0
299,24.0,-0.328906755948061,-0.322130658375163,0.2551496800426916,1799.0
300,24.0,-0.33693469706539025,-0.32926641398122003,0.26271245704720986,1800.0
301,24.0,-0.3384605528560837,-0.33370928869278343,0.26798572049731334,1801.0
302,24.0,-0.3551146142432803,-0.3347851344446156,0.27864796475757103,1802.0
303,24.0,-0.35500024132635144,-0.3351016655351014,0.2782469802344918,1803.0
304,24.0,-0.36345012048245756,-0.3419369748637472,0.2861368273448081,1804.0
305,24.0,-0.36837458655624944,-0.3404004617614196,0.28150404551051633,1805.0
306,24.0,-0.37112530872801525,-0.3336279065333149,0.28880745074982184,1806.0
307,24.0,-0.3802599513832113,-0.34108545490099695,0.27984262295970636,1807.0
308,24.0,-0.3820297530460091,-0.3453990770960887,0.28522609023927925,1808.0
309,24.0,-0.38368648008100054,-0.35070875882236957,0.2912986853258434,1809.0
310,24.0,-0.3855960669762854,-0.3549372396538866,0.296869720496282,1810.0
311,24.0,-0.3930879814193013,-0.3467928629877512,0.30033485718287384,1811.0
312,24.0,-0.41019720470623094,-0.34666014105900345,0.3102944386384737,1812.0
313,24.0,-0.4172669230790006,-0.3487497010028642,0.311911498490396,1813.0
314,24.0,-0.4191258424561151,-0.3533600200527768,0.3180870720271419,1814.0
315,24.0,-0.41831733723040015,-0.36257647357779293,0.31826357037187347,1815.0
316,24.0,-0.43331661511169206,-0.3584304760727653,0.32210504059594425,1816.0
317,24.0,-0.43988992104235847,-0.37179394404124677,0.3235703904915102,1817.0
318,24.0,-0.4402788186020104,-0.36100178353265966,0.3243603053539409,1818.0
319,24.0,-0.44479239290763084,-0.3690539279792796,0.33698417951573073,1819.0
320,24.0,-0.44972166576548583,-0.36791019054647073,0.3325853434123646,1820.0
321,24.0,-0.45669870562433884,-0.38071648779319855,0.3336689059034129,1821.0
322,24.0,-0.45652212119151725,-0.38124037331587507,0.33432577485542453,1822.0
323,24.0,-0.4569628869258369,-0.3698957809330314,0.33427409923219814,1823.0
324,24.0,-0.4664058255841491,-0.3876928533272015,0.34329611879471217,1824.0
325,24.0,-0.466742983561389,-0.37633079711835754,0.3430666901697079,1825.0
326,24.0,-0.4665802928164306,-0.37683541761433526,0.3437239554974194,1826.0
327,24.0,-0.4690988693407809,-0.3806326561194239,0.34973604477894416,1827.0
328,24.0,-0.4738965372128794,-0.37877021825423474,0.3454443330293854,1828.0
329,24.0,-0.48139097948385684,-0.37226628759799474,0.34619970189189925,1829.0
330,24.0,-0.48382818238473607,-0.3853846661436539,0.35407886802596383,1830.0
331,24.0,-0.49106671129533264,-0.3875777365731407,0.35552745331347047,1831.0
332,24.0,-0.4913877763533195,-0.38789022939020623,0.35701440279907887,1832.0
333,24.0,-0.49864846141492597,-0.39006483328776836,0.35847621044466865,1833.0
334,24.0,-0.5012629634557356,-0.39419593241445294,0.3653696759768946,1834.0
335,24.0,-0.5115407214350944,-0.39971630350244686,0.37453505049484614,1835.0
336,24.0,-0.5191317942613821,-0.4024026134469432,0.3772965616265522,1836.0
337,24.0,-0.5262882539863126,-0.3932851519740836,0.37785279872012395,1837.0
338,24.0,-0.5369684825929559,-0.3991415884990155,0.38826819012919683,1838.0
339,24.0,-0.5420651277310772,-0.40701222408099247,0.38511647083340306,1839.0
340,24.0,-0.5520783139620169,-0.4037529741311929,0.3926309950198396,1840.0
341,24.0,-0.5516155015972988,-0.39266043135998263,0.391405117994106,1841.0
342,24.0,-0.5596426755393177,-0.40546369522679754,0.39442352257918367,1842.0
343,24.0,-0.5605472031317518,-0.41472329032179955,0.3963192517525973,1843.0
344,24.0,-0.5678278119362381,-0.40606213574843175,0.3989451385678531,1844.0
345,24.0,-0.5751706125368862,-0.4230648618292,0.41432546430004813,1845.0
346,24.0,-0.5851834066831044,-0.419401604813652,0.4216192139052584,1846.0
347,24.0,-0.5779351666699033,-0.4158972439643891,0.42034535515978483,1847.0
348,24.0,-0.592206151263596,-0.4107821826914101,0.4226971249844242,1848.0
349,24.0,-0.5965458640869835,-0.40925557574948795,0.4179300891487253,1849.0
350,24.0,-0.5978300665326877,-0.41869220083152286,0.42010592759026516,1850.0
351,24.0,-0.6014043595124104,-0.4214080014763547,0.4281848475119364,1851.0
352,24.0,-0.601238705039019,-0.42179431282208796,0.4268165702847399,1852.0
353,24.0,-0.601238705039019,-0.42179431282208796,0.4268165702847399,1853.0
