x y
-0.0408697 -0.146157
0.248817 0.344025
0.12594 0.35983
0.678977 0.593055
2.95153 0.301557
9.57908 0.696684
13.8264 0.83342
13.6604 0.982923
18.3629 1.18033
18.6511 1.32685
23.687 5.45012
30.5009 13.8744
31.4129 20.8851
31.0254 26.4859
30.9129 26.405
30.0992 29.5256
26.5701 36.0787
19.4114 45.0563
12.6867 48.7188
6.63119 46.0616
-0.89585 42.4737
-9.29572 36.9206
-14.2426 29.0661
-14.4359 18.517
